loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
383,2,Not Graduate,Yes,108288.5,337673.7,12,655,57055.22,Approved
384,3,Not Graduate,No,26781.02,86165.02,2,682,24452.24,Approved
385,1,Not Graduate,No,4657.569,15137.1,6,695,1164.392,Approved
386,3,Not Graduate,No,37260.55,125754.4,4,833,30274.2,Approved
387,5,Not Graduate,Yes,109452.9,411030.4,16,302,150206.6,Rejected
388,1,Graduate,No,26781.02,76849.88,2,357,25616.63,Rejected
389,5,Not Graduate,No,50068.86,168836.9,12,302,59384,Rejected
390,0,Graduate,Yes,72192.31,260823.8,18,873,95480.16,Approved
391,0,Not Graduate,Yes,83836.23,230549.6,12,658,85000.63,Approved
392,5,Graduate,Yes,27945.41,101302.1,18,877,12808.31,Approved
393,3,Not Graduate,No,33767.37,73356.71,8,648,16301.49,Approved
394,1,Graduate,No,16301.49,60548.39,12,730,8150.745,Approved
395,4,Not Graduate,Yes,25616.63,95480.16,14,737,16301.49,Approved
396,2,Graduate,Yes,9315.137,37260.55,10,584,8150.745,Rejected
397,0,Graduate,No,6986.353,19794.67,2,621,2328.784,Approved
398,4,Graduate,Yes,8150.745,31438.59,16,583,3493.176,Approved
399,2,Not Graduate,No,97808.94,301577.6,16,621,48904.47,Approved
400,2,Not Graduate,No,82671.84,250344.3,16,610,108288.5,Approved
401,4,Graduate,No,62877.18,182809.6,18,452,76849.88,Rejected
402,5,Graduate,No,43082.51,85000.63,18,339,61712.78,Rejected
403,3,Graduate,Yes,60548.39,176987.6,16,650,47740.08,Approved
404,4,Not Graduate,Yes,2328.784,8150.745,10,672,3493.176,Approved
405,3,Graduate,No,5821.961,11643.92,20,501,2328.784,Rejected
406,2,Not Graduate,Yes,20959.06,66370.35,4,809,27945.41,Approved
407,5,Graduate,Yes,107124.1,342331.3,8,318,62877.18,Rejected
408,4,Not Graduate,No,10479.53,38424.94,10,649,13972.71,Approved
409,3,Not Graduate,No,87329.41,329523,12,367,81507.45,Rejected
410,5,Not Graduate,No,34931.76,137398.3,6,847,26781.02,Approved
411,5,Graduate,No,82671.84,220070.1,12,360,98973.33,Rejected
412,1,Graduate,Yes,40753.73,83836.23,2,865,48904.47,Approved
413,4,Not Graduate,No,57055.22,218905.7,16,880,30274.2,Approved
414,1,Graduate,No,47740.08,97808.94,20,608,51233.25,Approved
415,0,Graduate,Yes,9315.137,24452.24,6,760,6986.353,Approved
416,3,Graduate,Yes,19794.67,53562.04,12,385,19794.67,Rejected
417,0,Graduate,Yes,71027.92,271303.4,12,478,57055.22,Rejected
418,1,Graduate,Yes,24452.24,89658.2,16,327,26781.02,Rejected
419,0,Graduate,No,36096.16,108288.5,6,663,44246.9,Approved
420,2,Not Graduate,Yes,19794.67,40753.73,20,693,19794.67,Approved
421,3,Graduate,No,19794.67,62877.18,6,710,19794.67,Approved
422,4,Not Graduate,Yes,46575.69,168836.9,6,711,47740.08,Approved
423,5,Graduate,No,65205.96,214248.2,8,386,65205.96,Rejected
424,4,Graduate,Yes,45411.29,138562.7,10,855,32602.98,Approved
425,4,Graduate,Yes,71027.92,178152,14,573,97808.94,Approved
426,0,Graduate,Yes,12808.31,32602.98,18,431,16301.49,Rejected
427,2,Graduate,No,64041.57,172330,8,364,52397.65,Rejected
428,4,Graduate,Yes,12808.31,41918.12,14,711,6986.353,Approved
429,4,Not Graduate,Yes,4657.569,10479.53,20,771,5821.961,Approved
430,3,Graduate,No,107124.1,423838.7,18,669,143220.2,Approved
431,4,Not Graduate,Yes,108288.5,320207.8,18,338,76849.88,Rejected
432,1,Graduate,No,12808.31,40753.73,8,562,5821.961,Approved
433,3,Not Graduate,No,65205.96,217741.3,2,769,55890.82,Approved
434,0,Graduate,Yes,73356.71,250344.3,8,629,60548.39,Approved
435,3,Graduate,No,102466.5,210755,6,699,109452.9,Approved
436,0,Not Graduate,No,97808.94,242193.6,20,590,125754.4,Approved
437,3,Graduate,Yes,18630.27,66370.35,4,707,26781.02,Approved
438,3,Not Graduate,Yes,52397.65,132740.7,8,391,52397.65,Rejected
439,5,Not Graduate,No,75685.49,215412.5,4,891,82671.84,Approved
440,3,Graduate,Yes,110617.3,239864.8,2,731,107124.1,Approved
441,3,Not Graduate,No,54726.43,194453.5,12,775,40753.73,Approved
442,5,Graduate,Yes,111781.6,377263.1,2,897,72192.31,Approved
443,5,Graduate,No,93151.37,310892.7,20,794,90822.59,Approved
444,2,Graduate,No,89658.2,194453.5,6,555,98973.33,Approved
445,1,Not Graduate,Yes,41918.12,119932.4,12,536,31438.59,Rejected
446,2,Not Graduate,No,8150.745,19794.67,10,839,10479.53,Approved
447,0,Graduate,Yes,16301.49,59384,6,890,22123.45,Approved
448,1,Graduate,Yes,100137.7,324865.4,20,415,91986.98,Rejected
449,4,Graduate,No,54726.43,182809.6,4,868,55890.82,Approved
450,3,Graduate,Yes,33767.37,67534.74,12,353,36096.16,Rejected
451,4,Not Graduate,No,104795.3,337673.7,16,590,143220.2,Approved
452,5,Graduate,Yes,5821.961,10479.53,18,618,4657.569,Approved
453,2,Not Graduate,Yes,8150.745,19794.67,10,539,10479.53,Rejected
454,0,Graduate,No,79178.67,314385.9,4,429,109452.9,Approved
455,2,Graduate,No,20959.06,54726.43,8,792,25616.63,Approved
456,0,Not Graduate,No,69863.53,144384.6,2,608,79178.67,Approved
457,4,Graduate,Yes,62877.18,250344.3,14,555,87329.41,Approved
458,5,Graduate,Yes,97808.94,203768.6,12,620,67534.74,Approved
459,0,Graduate,No,86165.02,243358,6,635,83836.23,Approved
460,2,Graduate,No,37260.55,145549,10,457,50068.86,Rejected
461,1,Graduate,Yes,62877.18,249179.9,8,350,79178.67,Rejected
462,5,Graduate,Yes,11643.92,29109.8,14,885,12808.31,Approved
463,0,Graduate,No,51233.25,171165.6,16,638,31438.59,Approved
464,1,Graduate,Yes,44246.9,122261.2,12,710,29109.8,Approved
465,3,Not Graduate,Yes,71027.92,243358,18,470,87329.41,Rejected
466,5,Not Graduate,Yes,64041.57,201439.8,16,874,91986.98,Approved
467,5,Not Graduate,Yes,5821.961,20959.06,18,411,2328.784,Rejected
468,0,Not Graduate,Yes,3493.176,12808.31,2,482,4657.569,Approved
469,1,Graduate,Yes,72192.31,196782.3,2,396,88493.8,Rejected
470,0,Not Graduate,No,3493.176,10479.53,20,436,2328.784,Rejected
471,0,Not Graduate,Yes,80343.06,257330.7,20,303,80343.06,Rejected
472,4,Graduate,No,43082.51,132740.7,12,728,26781.02,Approved
473,3,Not Graduate,Yes,102466.5,333016.2,10,775,111781.6,Approved
474,5,Graduate,Yes,95480.16,273632.2,12,402,67534.74,Rejected
475,1,Not Graduate,Yes,107124.1,366783.5,18,698,96644.55,Approved
476,0,Not Graduate,No,27945.41,90822.59,14,665,33767.37,Approved
477,4,Not Graduate,No,47740.08,157192.9,18,490,23287.84,Rejected
478,1,Graduate,No,93151.37,371441.1,12,504,69863.53,Rejected
479,3,Not Graduate,Yes,41918.12,100137.7,8,790,60548.39,Approved
480,1,Not Graduate,Yes,8150.745,31438.59,20,669,5821.961,Approved
481,4,Not Graduate,No,96644.55,357468.4,6,381,53562.04,Rejected
482,0,Graduate,Yes,61712.78,174658.8,2,900,67534.74,Approved
483,4,Graduate,No,96644.55,289933.6,16,506,81507.45,Rejected
484,3,Not Graduate,Yes,29109.8,102466.5,12,538,38424.94,Rejected
485,3,Graduate,Yes,62877.18,167672.5,8,677,36096.16,Approved
486,4,Graduate,No,18630.27,57055.22,8,685,17465.88,Approved
487,2,Not Graduate,No,27945.41,72192.31,12,860,12808.31,Approved
488,5,Not Graduate,No,73356.71,172330,6,608,62877.18,Approved
489,4,Graduate,Yes,29109.8,61712.78,10,540,19794.67,Rejected
490,0,Graduate,Yes,87329.41,195617.9,16,492,129247.5,Rejected
491,3,Not Graduate,No,33767.37,98973.33,14,834,20959.06,Approved
492,3,Graduate,Yes,11643.92,40753.73,16,834,8150.745,Approved
493,2,Graduate,Yes,100137.7,335344.9,8,890,83836.23,Approved
494,1,Not Graduate,No,3493.176,12808.31,12,443,2328.784,Rejected
495,5,Not Graduate,No,26781.02,66370.35,18,329,31438.59,Rejected
496,2,Not Graduate,Yes,27945.41,62877.18,12,739,34931.76,Approved
497,5,Graduate,Yes,114110.4,352810.8,6,867,88493.8,Approved
498,2,Not Graduate,No,94315.76,288769.3,6,307,122261.2,Rejected
499,3,Graduate,No,78014.27,180480.8,18,492,109452.9,Rejected
500,1,Not Graduate,Yes,97808.94,287604.9,18,698,142055.8,Approved
501,2,Graduate,No,2328.784,8150.745,8,851,2328.784,Approved
502,2,Graduate,No,54726.43,145549,14,375,62877.18,Rejected
503,0,Graduate,Yes,50068.86,166508.1,14,601,66370.35,Approved
504,4,Not Graduate,No,25616.63,81507.45,20,756,13972.71,Approved
505,4,Graduate,Yes,100137.7,223563.3,4,868,108288.5,Approved
506,4,Graduate,Yes,23287.84,83836.23,10,838,11643.92,Approved
507,4,Not Graduate,Yes,48904.47,185138.4,14,375,34931.76,Rejected
508,0,Not Graduate,Yes,59384,145549,18,778,37260.55,Approved
509,2,Graduate,Yes,47740.08,130411.9,6,442,52397.65,Rejected
510,1,Graduate,Yes,115274.8,459934.9,12,808,157192.9,Approved
511,1,Not Graduate,Yes,37260.55,104795.3,20,372,44246.9,Rejected
512,2,Graduate,No,64041.57,221234.5,4,597,61712.78,Approved
513,0,Graduate,Yes,90822.59,338838.1,20,435,112946,Rejected
514,3,Graduate,Yes,39589.33,112946,20,728,27945.41,Approved
515,4,Graduate,Yes,91986.98,301577.6,14,373,88493.8,Rejected
516,3,Graduate,Yes,103630.9,215412.5,10,367,119932.4,Rejected
517,2,Graduate,No,85000.63,222398.9,14,552,46575.69,Approved
518,4,Not Graduate,Yes,38424.94,123425.6,8,465,32602.98,Rejected
519,4,Graduate,Yes,33767.37,122261.2,8,607,44246.9,Approved
520,2,Graduate,Yes,5821.961,15137.1,4,427,6986.353,Rejected
521,3,Not Graduate,No,83836.23,246851.1,4,711,66370.35,Approved
522,3,Not Graduate,No,96644.55,280618.5,14,823,89658.2,Approved
523,1,Not Graduate,Yes,101302.1,238700.4,6,523,55890.82,Rejected
524,4,Not Graduate,Yes,82671.84,324865.4,10,328,89658.2,Rejected
525,3,Graduate,Yes,114110.4,328358.6,12,721,111781.6,Approved
526,0,Graduate,Yes,80343.06,197946.7,20,599,50068.86,Approved
527,0,Not Graduate,No,27945.41,58219.61,14,580,37260.55,Approved
528,1,Not Graduate,Yes,24452.24,57055.22,10,744,11643.92,Approved
529,2,Graduate,Yes,83836.23,278289.7,4,559,125754.4,Approved
530,2,Graduate,No,53562.04,157192.9,16,587,58219.61,Approved
531,5,Graduate,Yes,115274.8,370276.7,18,817,133905.1,Approved
532,4,Not Graduate,Yes,3493.176,11643.92,20,655,4657.569,Approved
533,5,Graduate,Yes,80343.06,278289.7,6,382,103630.9,Rejected
534,2,Graduate,Yes,19794.67,50068.86,6,765,10479.53,Approved
535,2,Graduate,Yes,51233.25,116439.2,20,516,59384,Rejected
536,4,Not Graduate,Yes,50068.86,174658.8,8,383,57055.22,Rejected
537,2,Not Graduate,No,43082.51,164179.3,6,633,39589.33,Approved
538,1,Graduate,No,68699.14,176987.6,2,547,41918.12,Rejected
539,5,Not Graduate,Yes,100137.7,306235.1,10,843,131576.3,Approved
540,3,Not Graduate,Yes,39589.33,153699.8,8,783,57055.22,Approved
541,3,Not Graduate,Yes,11643.92,37260.55,14,790,12808.31,Approved
542,1,Not Graduate,Yes,51233.25,165343.7,16,409,52397.65,Rejected
543,0,Not Graduate,No,41918.12,90822.59,14,376,34931.76,Rejected
544,3,Not Graduate,No,16301.49,31438.59,8,625,11643.92,Approved
545,0,Not Graduate,No,61712.78,126918.7,18,707,88493.8,Approved
546,3,Graduate,Yes,109452.9,238700.4,6,645,118768,Approved
547,4,Not Graduate,Yes,76849.88,257330.7,6,887,54726.43,Approved
548,5,Graduate,No,114110.4,437811.4,18,319,59384,Rejected
549,1,Not Graduate,No,22123.45,57055.22,20,647,19794.67,Approved
550,2,Not Graduate,Yes,67534.74,261988.2,6,888,55890.82,Approved
551,2,Not Graduate,No,36096.16,121096.8,10,420,40753.73,Rejected
552,0,Graduate,No,79178.67,214248.2,2,791,115274.8,Approved
553,5,Not Graduate,No,53562.04,188631.5,12,891,43082.51,Approved
554,2,Not Graduate,Yes,2328.784,8150.745,16,641,1164.392,Approved
555,3,Not Graduate,Yes,110617.3,265481.4,6,319,109452.9,Rejected
556,5,Not Graduate,Yes,72192.31,258495.1,20,819,101302.1,Approved
557,4,Not Graduate,Yes,112946,376098.7,18,387,62877.18,Rejected
558,5,Graduate,Yes,48904.47,143220.2,2,686,48904.47,Approved
559,1,Graduate,Yes,66370.35,139727.1,4,415,86165.02,Rejected
560,2,Graduate,Yes,2328.784,5821.961,6,885,2328.784,Rejected
561,4,Graduate,No,93151.37,296920,4,722,57055.22,Approved
562,4,Graduate,No,60548.39,237536,20,761,72192.31,Approved
563,1,Graduate,Yes,82671.84,176987.6,8,389,68699.14,Rejected
564,1,Graduate,Yes,108288.5,324865.4,12,600,76849.88,Approved
565,5,Graduate,No,23287.84,71027.92,2,407,23287.84,Approved
566,3,Graduate,Yes,45411.29,163014.9,18,829,31438.59,Approved
567,2,Not Graduate,No,32602.98,68699.14,6,895,17465.88,Approved
568,5,Graduate,Yes,34931.76,129247.5,12,441,23287.84,Rejected
569,4,Not Graduate,No,52397.65,114110.4,16,895,64041.57,Approved
570,4,Graduate,No,22123.45,50068.86,4,826,10479.53,Approved
571,1,Graduate,No,26781.02,83836.23,8,453,39589.33,Rejected
572,0,Graduate,No,54726.43,203768.6,2,701,81507.45,Approved
573,2,Not Graduate,Yes,15137.1,31438.59,8,627,15137.1,Approved
574,3,Graduate,No,36096.16,128083.1,2,543,27945.41,Approved
575,0,Graduate,No,97808.94,203768.6,18,411,121096.8,Rejected
576,5,Graduate,Yes,19794.67,67534.74,4,583,26781.02,Approved
577,2,Not Graduate,No,22123.45,87329.41,2,889,30274.2,Approved
578,3,Not Graduate,No,27945.41,100137.7,8,684,18630.27,Approved
579,5,Graduate,No,79178.67,238700.4,10,578,39589.33,Approved
580,1,Graduate,No,33767.37,126918.7,20,445,30274.2,Rejected
581,4,Graduate,Yes,103630.9,306235.1,10,369,140891.4,Rejected
582,1,Not Graduate,No,102466.5,258495.1,18,794,122261.2,Approved
583,0,Graduate,Yes,95480.16,223563.3,16,492,83836.23,Rejected
584,3,Not Graduate,Yes,41918.12,153699.8,16,557,24452.24,Approved
585,4,Graduate,Yes,110617.3,370276.7,6,519,142055.8,Rejected
586,0,Not Graduate,Yes,22123.45,66370.35,18,699,23287.84,Approved
587,3,Not Graduate,Yes,105959.7,286440.5,2,741,158357.3,Approved
588,5,Graduate,No,12808.31,44246.9,18,508,10479.53,Rejected
589,5,Not Graduate,Yes,12808.31,32602.98,10,647,16301.49,Approved
590,1,Graduate,No,108288.5,333016.2,14,656,145549,Approved
591,4,Graduate,Yes,45411.29,123425.6,2,439,29109.8,Rejected
592,5,Not Graduate,Yes,17465.88,46575.69,12,350,13972.71,Rejected
593,5,Graduate,No,9315.137,25616.63,6,493,11643.92,Rejected
594,4,Graduate,No,6986.353,20959.06,6,851,9315.137,Approved
595,2,Graduate,No,51233.25,145549,18,492,31438.59,Rejected
596,4,Graduate,Yes,31438.59,62877.18,6,861,31438.59,Approved
597,3,Not Graduate,Yes,72192.31,170001.3,2,664,76849.88,Approved
598,5,Graduate,Yes,8150.745,15137.1,16,362,11643.92,Rejected
599,0,Graduate,No,39589.33,109452.9,6,703,30274.2,Approved
600,1,Not Graduate,Yes,57055.22,195617.9,12,758,68699.14,Approved
601,3,Not Graduate,Yes,48904.47,112946,2,396,50068.86,Rejected
602,0,Graduate,Yes,61712.78,123425.6,2,828,67534.74,Approved
603,5,Graduate,Yes,43082.51,116439.2,20,709,25616.63,Approved
604,4,Not Graduate,Yes,65205.96,203768.6,10,528,83836.23,Rejected
605,2,Graduate,Yes,50068.86,186302.7,14,623,52397.65,Approved
606,4,Not Graduate,Yes,82671.84,285276.1,14,599,79178.67,Approved
607,4,Graduate,Yes,62877.18,147877.8,4,622,75685.49,Approved
608,0,Not Graduate,No,69863.53,152535.4,6,385,86165.02,Rejected
609,4,Graduate,Yes,47740.08,145549,2,579,23287.84,Approved
610,4,Not Graduate,No,96644.55,208426.2,20,846,142055.8,Approved
611,3,Graduate,No,94315.76,278289.7,10,449,103630.9,Rejected
612,1,Not Graduate,No,83836.23,289933.6,14,666,67534.74,Approved
613,5,Graduate,No,83836.23,203768.6,4,380,72192.31,Rejected
614,2,Graduate,Yes,40753.73,94315.76,4,589,31438.59,Approved
615,1,Graduate,No,72192.31,227056.5,12,845,46575.69,Approved
616,3,Not Graduate,No,60548.39,201439.8,10,401,74521.1,Rejected
617,0,Not Graduate,No,52397.65,168836.9,2,766,76849.88,Approved
618,5,Not Graduate,No,62877.18,175823.2,12,522,66370.35,Rejected
619,3,Not Graduate,Yes,23287.84,80343.06,6,834,34931.76,Approved
620,3,Graduate,No,103630.9,295755.6,8,588,52397.65,Approved
621,2,Graduate,No,58219.61,123425.6,4,570,82671.84,Approved
622,2,Graduate,No,57055.22,204933,6,860,65205.96,Approved
623,4,Graduate,Yes,61712.78,223563.3,4,655,45411.29,Approved
624,3,Not Graduate,Yes,98973.33,322536.6,4,457,60548.39,Approved
625,5,Graduate,Yes,8150.745,24452.24,14,863,6986.353,Approved
626,3,Not Graduate,Yes,68699.14,220070.1,4,742,93151.37,Approved
627,3,Graduate,No,40753.73,154864.2,4,798,41918.12,Approved
628,5,Not Graduate,Yes,89658.2,220070.1,16,552,76849.88,Approved
629,2,Not Graduate,Yes,52397.65,145549,12,418,50068.86,Rejected
630,0,Graduate,No,105959.7,258495.1,6,419,114110.4,Rejected
631,1,Not Graduate,Yes,104795.3,348153.3,2,668,54726.43,Approved
632,2,Not Graduate,No,103630.9,340002.5,8,608,136233.9,Approved
633,5,Not Graduate,No,75685.49,160686.1,10,342,85000.63,Rejected
634,4,Not Graduate,Yes,94315.76,209590.6,8,817,125754.4,Approved
635,1,Not Graduate,No,97808.94,348153.3,16,476,87329.41,Rejected
636,0,Not Graduate,No,61712.78,232878.4,6,881,46575.69,Approved
637,2,Graduate,No,47740.08,181645.2,12,838,31438.59,Approved
638,3,Not Graduate,No,80343.06,319043.4,4,406,61712.78,Approved
639,1,Graduate,Yes,60548.39,227056.5,12,778,67534.74,Approved
640,5,Not Graduate,Yes,23287.84,86165.02,14,799,12808.31,Approved
641,3,Graduate,No,53562.04,207261.8,20,716,52397.65,Approved
642,0,Graduate,Yes,82671.84,234042.8,16,756,62877.18,Approved
643,0,Not Graduate,No,108288.5,234042.8,10,743,158357.3,Approved
644,3,Not Graduate,No,62877.18,225892.1,20,731,50068.86,Approved
645,3,Not Graduate,No,47740.08,98973.33,2,833,39589.33,Approved
646,4,Not Graduate,No,57055.22,132740.7,8,470,55890.82,Rejected
647,5,Graduate,Yes,62877.18,246851.1,20,734,87329.41,Approved
648,0,Graduate,No,34931.76,111781.6,12,620,41918.12,Approved
649,0,Not Graduate,Yes,79178.67,167672.5,8,812,74521.1,Approved
650,4,Graduate,Yes,59384,163014.9,12,459,79178.67,Rejected
651,0,Graduate,Yes,114110.4,379591.8,10,704,57055.22,Approved
652,1,Graduate,Yes,18630.27,47740.08,6,391,8150.745,Rejected
653,4,Graduate,No,93151.37,338838.1,4,421,102466.5,Approved
654,5,Graduate,No,33767.37,78014.27,14,796,48904.47,Approved
655,4,Graduate,No,107124.1,352810.8,10,607,103630.9,Approved
656,3,Not Graduate,No,110617.3,237536,14,376,97808.94,Rejected
657,0,Graduate,Yes,43082.51,98973.33,8,424,47740.08,Rejected
658,5,Graduate,Yes,82671.84,242193.6,6,442,82671.84,Rejected
659,5,Not Graduate,No,65205.96,204933,14,448,79178.67,Rejected
660,0,Graduate,Yes,13972.71,31438.59,2,638,17465.88,Approved
661,3,Not Graduate,No,18630.27,65205.96,6,710,18630.27,Approved
662,4,Not Graduate,Yes,18630.27,55890.82,20,641,16301.49,Approved
663,2,Not Graduate,No,61712.78,235207.2,10,348,71027.92,Rejected
664,5,Not Graduate,No,105959.7,231714,20,519,122261.2,Rejected
665,4,Not Graduate,Yes,109452.9,407537.3,10,517,78014.27,Rejected
666,3,Not Graduate,No,68699.14,260823.8,6,375,55890.82,Rejected
667,2,Graduate,Yes,12808.31,39589.33,10,426,16301.49,Rejected
668,4,Graduate,Yes,36096.16,133905.1,14,785,48904.47,Approved
669,4,Not Graduate,No,25616.63,100137.7,20,373,16301.49,Rejected
670,1,Graduate,No,69863.53,234042.8,6,476,64041.57,Rejected
671,1,Graduate,Yes,23287.84,65205.96,18,320,24452.24,Rejected
672,4,Graduate,No,83836.23,266645.8,18,657,102466.5,Approved
673,1,Not Graduate,Yes,5821.961,22123.45,12,868,3493.176,Approved
674,1,Not Graduate,Yes,67534.74,161850.5,6,345,64041.57,Rejected
675,0,Not Graduate,No,2328.784,3493.176,6,472,0,Rejected
676,4,Not Graduate,Yes,53562.04,110617.3,20,613,34931.76,Approved
677,5,Not Graduate,Yes,53562.04,149042.2,14,769,40753.73,Approved
678,1,Graduate,No,75685.49,268974.6,20,741,91986.98,Approved
679,4,Not Graduate,Yes,51233.25,193289.1,14,889,68699.14,Approved
680,0,Not Graduate,Yes,10479.53,41918.12,10,683,4657.569,Approved
681,0,Not Graduate,Yes,37260.55,86165.02,18,780,32602.98,Approved
682,3,Graduate,No,6986.353,12808.31,8,538,3493.176,Rejected
683,1,Not Graduate,No,60548.39,146713.4,10,721,41918.12,Approved
684,3,Not Graduate,Yes,74521.1,176987.6,14,467,37260.55,Rejected
685,2,Not Graduate,No,11643.92,29109.8,6,551,10479.53,Approved
686,2,Not Graduate,No,79178.67,172330,14,803,76849.88,Approved
687,0,Graduate,No,34931.76,97808.94,10,361,20959.06,Rejected
688,1,Not Graduate,Yes,101302.1,357468.4,6,708,108288.5,Approved
689,4,Graduate,Yes,102466.5,243358,18,766,152535.4,Approved
690,1,Not Graduate,Yes,45411.29,133905.1,2,464,59384,Rejected
691,5,Graduate,No,19794.67,50068.86,2,517,18630.27,Rejected
692,3,Not Graduate,Yes,10479.53,26781.02,6,747,6986.353,Approved
693,1,Not Graduate,No,83836.23,287604.9,6,596,67534.74,Approved
694,0,Graduate,No,107124.1,295755.6,2,783,144384.6,Approved
695,3,Not Graduate,No,66370.35,225892.1,2,335,82671.84,Approved
696,5,Not Graduate,Yes,12808.31,31438.59,4,889,5821.961,Approved
697,2,Not Graduate,Yes,12808.31,25616.63,4,874,10479.53,Approved
698,0,Graduate,Yes,69863.53,278289.7,4,394,52397.65,Approved
699,2,Graduate,Yes,94315.76,331851.8,20,420,116439.2,Rejected
700,2,Not Graduate,Yes,75685.49,292262.4,20,848,51233.25,Approved
701,0,Graduate,Yes,88493.8,208426.2,16,788,68699.14,Approved
702,1,Graduate,No,25616.63,57055.22,8,509,33767.37,Rejected
703,4,Graduate,Yes,73356.71,278289.7,6,899,78014.27,Approved
704,4,Not Graduate,Yes,78014.27,183974,12,466,76849.88,Rejected
705,5,Graduate,Yes,15137.1,50068.86,2,595,17465.88,Approved
